entity|importance|category|chunk_id|type
UKUK|2|country|8557a7dfb0ce4db8a2b165aedc19d757|concept
DEU|2|country|8557a7dfb0ce4db8a2b165aedc19d757|concept
ARG ARG|1|organisation|8557a7dfb0ce4db8a2b165aedc19d757|concept
ZAF|2|country|8557a7dfb0ce4db8a2b165aedc19d757|concept
Health Finance|5|concept|2637f57224b34d4895cf7ade5482c61c|concept
G20 Countries|4|event|2637f57224b34d4895cf7ade5482c61c|concept
Universal Health Coverage (UHC)|5|concept|2637f57224b34d4895cf7ade5482c61c|concept
Out-of-Pocket Expenditure (OOPE)|4|concept|2637f57224b34d4895cf7ade5482c61c|concept
Green Highlighted Countries|3|event|2637f57224b34d4895cf7ade5482c61c|concept
Best Practices|4|concept|2637f57224b34d4895cf7ade5482c61c|concept
Indonesia|3|place|2637f57224b34d4895cf7ade5482c61c|concept
JKN National Health Insurance|2|document|2637f57224b34d4895cf7ade5482c61c|concept
JKN program|5|program|f2ee990cbb1942db85479fce8ded4160|concept
Indonesian citizens|4|concept|f2ee990cbb1942db85479fce8ded4160|concept
Social Security Agency for Health (B P J S)|3|organisation|f2ee990cbb1942db85479fce8ded4160|concept
Healthcare providers|2|object|f2ee990cbb1942db85479fce8ded4160|concept
medical benefit package|3|concept|f2ee990cbb1942db85479fce8ded4160|concept
Out-of-pocket expenditure (OOP)|2|condition|f2ee990cbb1942db85479fce8ded4160|concept
Low and medium-income countries (LMICs)|1|concept|f2ee990cbb1942db85479fce8ded4160|concept
Indonesia|5|place|36832b98f50e46df903ea924ff5e55c5|concept
medicines|4|object|36832b98f50e46df903ea924ff5e55c5|concept
healthcare expenditure|3|concept|36832b98f50e46df903ea924ff5e55c5|concept
OOP payments|2|misc|36832b98f50e46df903ea924ff5e55c5|concept
drug pricing and procurement|4|concept|36832b98f50e46df903ea924ff5e55c5|concept
Accelerating Global Health|5|event|86eac922752743339f35699cfccec378|concept
Pathways to Health Equity for the G20|4|concept|86eac922752743339f35699cfccec378|concept
generic medicine pricing policy|5|event|86eac922752743339f35699cfccec378|concept
Maximum Retail Price set by the MOH|3|document|86eac922752743339f35699cfccec378|concept
2010 study|4|event|86eac922752743339f35699cfccec378|concept
public hospitals|3|organisation|86eac922752743339f35699cfccec378|concept
private pharmacies|2|object|86eac922752743339f35699cfccec378|concept
NGO hospitals|3|organisation|86eac922752743339f35699cfccec378|concept
Lowest Price Generic (LPG) medicines|4|object|86eac922752743339f35699cfccec378|concept
Innovator Brand (IB) medicines|4|object|86eac922752743339f35699cfccec378|concept
2010 prices|3|document|86eac922752743339f35699cfccec378|concept
2004 prices|3|document|86eac922752743339f35699cfccec378|concept
declines ranging from 40 percent to 2200 percent|3|misc|86eac922752743339f35699cfccec378|concept
generic medicine pricing policies have succeeded in lowering the price of medicines|4|event|86eac922752743339f35699cfccec378|concept
variation in implementation|3|condition|86eac922752743339f35699cfccec378|concept
excess paid by patients compared to MOH set prices|4|misc|86eac922752743339f35699cfccec378|concept
narrow the differences|3|condition|86eac922752743339f35699cfccec378|concept
more recently|2|misc|86eac922752743339f35699cfccec378|concept
state-owned enterprises|5|organisation|e66fc805e2f748178c0c1270b907aec8|concept
drug procurement|4|event|e66fc805e2f748178c0c1270b907aec8|concept
generic medications|5|object|e66fc805e2f748178c0c1270b907aec8|concept
public awareness campaigns|4|event|e66fc805e2f748178c0c1270b907aec8|concept
financial incentives|3|misc|e66fc805e2f748178c0c1270b907aec8|concept
UHC|5|concept|e663f199a53b4d5094921d1e38169663|concept
BPJS|4|organisation|e663f199a53b4d5094921d1e38169663|concept
national policies|4|concept|e663f199a53b4d5094921d1e38169663|concept
JKN|3|organisation|e663f199a53b4d5094921d1e38169663|concept
healthcare providers|4|object|e663f199a53b4d5094921d1e38169663|concept
public and private hospitals|3|object|e663f199a53b4d5094921d1e38169663|concept
clinics and facilities|3|object|e663f199a53b4d5094921d1e38169663|concept
healthcare infrastructure|4|object|e663f199a53b4d5094921d1e38169663|concept
disparities in healthcare infrastructure|3|condition|e663f199a53b4d5094921d1e38169663|concept
eldercare sector|4|concept|5655410587404d1a8412a9fc74acd655|concept
GDP growth|3|concept|5655410587404d1a8412a9fc74acd655|concept
12,000 and 17,000 beds|3|object|5655410587404d1a8412a9fc74acd655|concept
Singapore government|4|organisation|5655410587404d1a8412a9fc74acd655|concept
healthy economic and GDP growth|3|concept|5655410587404d1a8412a9fc74acd655|concept
institutional places|3|object|5655410587404d1a8412a9fc74acd655|concept
2nd fastest aging economy in Asia|4|concept|5655410587404d1a8412a9fc74acd655|concept
Singaporeans above 65 by 2030|4|condition|5655410587404d1a8412a9fc74acd655|concept
land and building costs of residential nursing homes|3|object|5655410587404d1a8412a9fc74acd655|concept
competitive bids for operators|3|event|5655410587404d1a8412a9fc74acd655|concept
means tested seniors|3|condition|5655410587404d1a8412a9fc74acd655|concept
substantial subsidies of up to 80 percent of monthly fees|3|object|5655410587404d1a8412a9fc74acd655|concept
Widening coverage|4|concept|47a256fcc0844063998f9a4ffb3f1c94|concept
MediShield Life|5|organisation|47a256fcc0844063998f9a4ffb3f1c94|concept
pre-existing conditions|4|condition|47a256fcc0844063998f9a4ffb3f1c94|concept
older individuals|3|misc|47a256fcc0844063998f9a4ffb3f1c94|concept
Accelerating Global Health|4|event|bab2aa6e0ee048878763f123e2e739d0|concept
G20|3|organisation|bab2aa6e0ee048878763f123e2e739d0|concept
hospital bills|4|concept|bab2aa6e0ee048878763f123e2e739d0|concept
large outpatient treatments|3|event|bab2aa6e0ee048878763f123e2e739d0|concept
dialysis|2|object|bab2aa6e0ee048878763f123e2e739d0|concept
chemotherapy|2|object|bab2aa6e0ee048878763f123e2e739d0|concept
CareShield Life|3|concept|bab2aa6e0ee048878763f123e2e739d0|concept
long-term insurance|2|object|bab2aa6e0ee048878763f123e2e739d0|concept
severe disability|3|concept|bab2aa6e0ee048878763f123e2e739d0|concept
cash payouts|2|object|bab2aa6e0ee048878763f123e2e739d0|concept
long-term care costs|3|concept|bab2aa6e0ee048878763f123e2e739d0|concept
nursing home fees|2|object|bab2aa6e0ee048878763f123e2e739d0|concept
MediShield|3|concept|bab2aa6e0ee048878763f123e2e739d0|concept
CareShield premiums|2|object|bab2aa6e0ee048878763f123e2e739d0|concept
Medisave|3|concept|bab2aa6e0ee048878763f123e2e739d0|concept
Ministry of Health|2|organisation|bab2aa6e0ee048878763f123e2e739d0|concept
decision-making and support services|3|concept|bab2aa6e0ee048878763f123e2e739d0|concept
Agency for Care Effectiveness (ACE)|2|organisation|bab2aa6e0ee048878763f123e2e739d0|concept
Pharmacoeconomic and Drug Utilization Unit (PEDU)|4|organisation|325c82ae1f6d45ca8776fccb347158ae|concept
Health Technology Assessment (HTA) unit|3|concept|325c82ae1f6d45ca8776fccb347158ae|concept
Ministry of Health's (MOH) Drug Advisory Committee|3|organisation|325c82ae1f6d45ca8776fccb347158ae|concept
Standardised HTA methods and processes|3|concept|325c82ae1f6d45ca8776fccb347158ae|concept
Advanced Clinical Evidence (ACE)|2|organisation|325c82ae1f6d45ca8776fccb347158ae|concept
Bandwidth limitations and lack of skilled HTA practitioners|3|condition|325c82ae1f6d45ca8776fccb347158ae|concept
Public healthcare clusters|2|organisation|325c82ae1f6d45ca8776fccb347158ae|concept
ALPS Healthcare|2|organisation|325c82ae1f6d45ca8776fccb347158ae|concept
Supply chain partner|2|concept|325c82ae1f6d45ca8776fccb347158ae|concept
Health Finance|5|concept|a4172b8d44d642dd8993e93089d0e52f|concept
G20 Countries|4|organisation|a4172b8d44d642dd8993e93089d0e52f|concept
GP/family physician|3|concept|a4172b8d44d642dd8993e93089d0e52f|concept
hospital-centric healthcare system|3|concept|a4172b8d44d642dd8993e93089d0e52f|concept
preventive model|3|concept|a4172b8d44d642dd8993e93089d0e52f|concept
universal health care|4|concept|a4172b8d44d642dd8993e93089d0e52f|concept
Indonesia|2|place|a4172b8d44d642dd8993e93089d0e52f|concept
Singapore|2|place|a4172b8d44d642dd8993e93089d0e52f|concept
primary care|3|concept|a4172b8d44d642dd8993e93089d0e52f|concept
judicious purchasing and effective procurement|2|misc|a4172b8d44d642dd8993e93089d0e52f|concept
Southeast Asia|4|place|1324e2bb4f5742cab74473e14d467926|concept
ASEAN countries|3|organisation|1324e2bb4f5742cab74473e14d467926|concept
RESYST|2|concept|1324e2bb4f5742cab74473e14d467926|concept
SPARC|2|concept|1324e2bb4f5742cab74473e14d467926|concept
SEARCH|3|organisation|1324e2bb4f5742cab74473e14d467926|concept
National University of Singapore|2|place|1324e2bb4f5742cab74473e14d467926|concept
Telehealth|4|concept|76280917c6254c15b067914f14125841|concept
insurtech|3|concept|76280917c6254c15b067914f14125841|concept
COVID-19 pandemic|2|event|76280917c6254c15b067914f14125841|concept
Singapore|3|place|76280917c6254c15b067914f14125841|concept
Indonesia|4|place|76280917c6254c15b067914f14125841|concept
mobile services|3|concept|76280917c6254c15b067914f14125841|concept
micro-insurance|2|concept|76280917c6254c15b067914f14125841|concept
Accelerating Global Health|5|concept|4dbae5e4a3ee45bdbf9d55dec8921c2c|concept
Pathways to Health Equity for the G20|5|concept|4dbae5e4a3ee45bdbf9d55dec8921c2c|concept
UHC (Universal Health Coverage)|4|concept|4dbae5e4a3ee45bdbf9d55dec8921c2c|concept
G20 countries|4|organisation|4dbae5e4a3ee45bdbf9d55dec8921c2c|concept
National University of Singapore's Saw Swee Hock School of Public Health|3|place|4dbae5e4a3ee45bdbf9d55dec8921c2c|concept
Associate Professor Jeremy Lim|2|person|4dbae5e4a3ee45bdbf9d55dec8921c2c|concept
Janice Tan|1|person|4dbae5e4a3ee45bdbf9d55dec8921c2c|concept
diverse landscapes|3|misc|2f3c4ce941c14624bfbd3da82ff8def7|concept
public and private sector hospitals|4|place|2f3c4ce941c14624bfbd3da82ff8def7|concept
nursing homes|3|place|2f3c4ce941c14624bfbd3da82ff8def7|concept
singapore and malaysia|4|location|2f3c4ce941c14624bfbd3da82ff8def7|concept
