node_1|node_2|edge|chunk_id|node_ 1|Edge
strategies|potential pathways towards health equity|Gaining insights for national contexts|b4062701b5d347ce83cad737fb176357||
health insurance coverage|expanding access to healthcare|Adherence in Indonesia's journey to UHC|b4062701b5d347ce83cad737fb176357||
jkn national health insurance|implemented in 2014|Providing access to healthcare for Indonesian population|b4062701b5d347ce83cad737fb176357||
indonesia's population|covered by jkn program|Essential healthcare services accessible|b4062701b5d347ce83cad737fb176357||
social protection mechanisms|implemented in indonesia|Ensuring everyone has access to essential healthcare services|b4062701b5d347ce83cad737fb176357||
b p j s|managed by social security agency for health|Single-payer system|b4062701b5d347ce83cad737fb176357||
bpjs|collects contributions|provider|b320f07f7cc04cf196f3f634b4508f39||
bpjs|manages the insurance fund|provider|b320f07f7cc04cf196f3f634b4508f39||
bpjs|coordinates with healthcare providers|provider|b320f07f7cc04cf196f3f634b4508f39||
indonesian|eligible individuals|user|b320f07f7cc04cf196f3f634b4508f39||
contributions|based on income and employment status|basis|b320f07f7cc04cf196f3f634b4508f39||
government|subsidising the premium for the poor and near-poor|provider|b320f07f7cc04cf196f3f634b4508f39||
insurance scheme|entitles every indonesian to the same medical benefit package|provider|b320f07f7cc04cf196f3f634b4508f39||
oope|decreasing from 47 percent to 34 percent in just four years|outcome|b320f07f7cc04cf196f3f634b4508f39||
medicines|account for 20-60 percent of total healthcare expenditure|component|b320f07f7cc04cf196f3f634b4508f39||
population|purchasing medicines through oop payments|user|b320f07f7cc04cf196f3f634b4508f39||
drug pricing and procurement|key lever for further managing costs and affordability|relation|b320f07f7cc04cf196f3f634b4508f39||
misconceptions|quality of generic medications|Dispelling|839005dd18fd40a48a9e23aa520baa58||
government|healthcare professionals|Providing Incentives to Prescribe and Dispense Generic Medications|839005dd18fd40a48a9e23aa520baa58||
incentives|financial incentives or recognition|For Healthcare Providers Who Prioritize Generic Prescribing|839005dd18fd40a48a9e23aa520baa58||
implementation|uniform and consistent implementation|Remains a Challenge|839005dd18fd40a48a9e23aa520baa58||
indonesia|uhc|Has Taken Significant Steps to Achieve|839005dd18fd40a48a9e23aa520baa58||
jkn|extensive network of healthcare providers|Includes Public and Private Hospitals, Clinics, and Facilities|839005dd18fd40a48a9e23aa520baa58||
challenges|disparities in healthcare infrastructure|Across the Island Archipelago|839005dd18fd40a48a9e23aa520baa58||
g20 countries|significant deficit|need to raise funds|cab8dbe7057d4de7995e3e7a9a909ac8||
indonesia|public health expenditure|to raise funds|cab8dbe7057d4de7995e3e7a9a909ac8||
indonesia|contribution compliance|raise funds|cab8dbe7057d4de7995e3e7a9a909ac8||
indonesia|primary care|improve|cab8dbe7057d4de7995e3e7a9a909ac8||
indonesia|spending and governance|to improve|cab8dbe7057d4de7995e3e7a9a909ac8||
singapore|3m approach|initiated 30 years prior|cab8dbe7057d4de7995e3e7a9a909ac8||
singapore|medisave|a compulsory health savings account|cab8dbe7057d4de7995e3e7a9a909ac8||
singapore|medishield|catastrophic illness insurance|cab8dbe7057d4de7995e3e7a9a909ac8||
singapore|medifund|a social security net for the indigent|cab8dbe7057d4de7995e3e7a9a909ac8||
singapore|expanding capacity|priority|cab8dbe7057d4de7995e3e7a9a909ac8||
singapore|healthy economic and gdp growth|assiduously increasing healthcare infrastructure|cab8dbe7057d4de7995e3e7a9a909ac8||
singapore|eldercare sector|prepares to become the 2nd fastest aging economy in Asia|cab8dbe7057d4de7995e3e7a9a909ac8||
singapore|eldercare sector|footing high land and building costs of residential nursing homes|9b26e7c5228846a0ab6f8df2c92bd605||
elderly individuals|daily activities support|require support for their daily activities|9b26e7c5228846a0ab6f8df2c92bd605||
singapore|medishield life|replaced MediShield and extended coverage to all Singaporeans|9b26e7c5228846a0ab6f8df2c92bd605||
singapore|pre-existing conditions|included in the universal health insurance scheme|9b26e7c5228846a0ab6f8df2c92bd605||
medishield life|citizens and permanent residents|automatic enrollment with lifetime coverage|9b26e7c5228846a0ab6f8df2c92bd605||
careshield life|singaporeans|long-term insurance for severe disability|a4d3d1ede1bc4c0e9856c1391ebee239||
medishield|singaporeans|health insurance for large hospital bills and outpatient treatments|a4d3d1ede1bc4c0e9856c1391ebee239||
medisave|premiums|used to pay for MediShield and CareShield premiums|a4d3d1ede1bc4c0e9856c1391ebee239||
ministry of health (moh)|health economics|better decision-making and support services|a4d3d1ede1bc4c0e9856c1391ebee239||
agency for care effectiveness (ace)|moh's drug advisory committee|supports making evidence-based recommendations|a4d3d1ede1bc4c0e9856c1391ebee239||
health technology assessment (hta) unit|ace|expanded health technology assessment unit|a4d3d1ede1bc4c0e9856c1391ebee239||
standardised hta methods and processes|international best practices|developed in line with|a4d3d1ede1bc4c0e9856c1391ebee239||
subsidised medications|drug's life cycle|provided earlier|a4d3d1ede1bc4c0e9856c1391ebee239||
value-based pricing|more cost-effective prices|led to|a4d3d1ede1bc4c0e9856c1391ebee239||
establishment|subsidised medications|provided earlier within a drug's life cycle|4bdc5d18372e44b4bcb75a0fa1439031||
value-based pricing|cost-effective prices|negotiated with pharma|4bdc5d18372e44b4bcb75a0fa1439031||
bandwidth limitations|lack of skilled hta practitioners|impact ACE's capacity|4bdc5d18372e44b4bcb75a0fa1439031||
public healthcare clusters|centralise procurement|setting up of ALPS Healthcare|4bdc5d18372e44b4bcb75a0fa1439031||
alps healthcare|consolidates, negotiates and manages logistics|supply chain partner for public healthcare players|4bdc5d18372e44b4bcb75a0fa1439031||
ace's capacity|greater impact|in improving cost positioning for Singapore|4bdc5d18372e44b4bcb75a0fa1439031||
public healthcare clusters|centralise procurement|improving efficiency and more cost-effective procurement|4bdc5d18372e44b4bcb75a0fa1439031||
rising healthcare costs|worldwide dilemma|healthcare costs in Singapore|4bdc5d18372e44b4bcb75a0fa1439031||
healthier sg|signing up of every citizen|advocates for|4bdc5d18372e44b4bcb75a0fa1439031||
health finance|g20 countries|Role|48fd8bec90ea48a6b74230bf7c87b411||
gp/family physician|individual's healthcare needs|Serves as|48fd8bec90ea48a6b74230bf7c87b411||
hospital-centric healthcare system|preventive model and right-siting care|Transition to|48fd8bec90ea48a6b74230bf7c87b411||
community settings|individual's appropriate care|More provision of|48fd8bec90ea48a6b74230bf7c87b411||
expanding financial coverage|universal health care|Critical for|48fd8bec90ea48a6b74230bf7c87b411||
widening service accessibility|achieving universal health care|Essential part of|48fd8bec90ea48a6b74230bf7c87b411||
primary care|judicious purchasing and effective procurement|Importance in|48fd8bec90ea48a6b74230bf7c87b411||
implementation|learning opportunities|Improvement of|48fd8bec90ea48a6b74230bf7c87b411||
southeast asia|government procurement efficiency|Inefficiency in|48fd8bec90ea48a6b74230bf7c87b411||
international consortia|strategic purchasing|Focus of|48fd8bec90ea48a6b74230bf7c87b411||
south east asia regional collaborative for health (search)|resilient and responsive health systems (resyst) and strategic purchasing for africa resource centre (sparc)|Similar to|48fd8bec90ea48a6b74230bf7c87b411||
south east asia regional collaborative for health (search)|asean countries|Reviewing existing health purchasing mechanisms|723242056cf44a109c21c203e36c671c||
policymakers|strategic purchasing|Educate and help overcome roadblocks|723242056cf44a109c21c203e36c671c||
technology|primary care provision|Strengthening primary care provision|723242056cf44a109c21c203e36c671c||
telehealth|improving access to healthcare|Allowing the next step-change|723242056cf44a109c21c203e36c671c||
covid-19 pandemic|services need and case|Showing the need for such services|723242056cf44a109c21c203e36c671c||
developing nation like indonesia|mobile services proliferation|Paving the way for micro-insurance and insurtech|723242056cf44a109c21c203e36c671c||
accelerating global health|pathways to health equity for the g20|is|cc94bf6a09304213bad5280b33257311||
g20 countries|remarkable progress in improving human health|have made|cc94bf6a09304213bad5280b33257311||
health equity and innovative approaches to health finance|accelerate progress in transforming public health systems|can|cc94bf6a09304213bad5280b33257311||
global health challenges|faced by societies worldwide|are|cc94bf6a09304213bad5280b33257311||
associate professor jeremy lim, mbbs, mph|director of global health at the national university of singapore's saw swee hock school of public health|is|cc94bf6a09304213bad5280b33257311||
janice tan|healthcare management executive with experience across singapore and malaysia|is a|cc94bf6a09304213bad5280b33257311||
